# File: FAO_fodder_Prod_t_HA_ha_PRODSTAT_2011.csv
# Title: FAO fodder crops production and area before 2011
# Units: tonne and ha
# Description:  Data from GCAM 5.4 as FAO discontinued the data
# Data source: FAOSTAT (main domain:NA FAO.udpate:)
# Date of CSV last update: 2023-08-08
# Column types: icicincic
# ----------
area_code,item,item_code,element,year,value,area,element_code,unit
170,Clover for forage and silage,640,Production,1980,,Peru,5510,tonnes
170,Maize for forage and silage,636,Production,1980,,Peru,5510,tonnes
170,Rye grass for forage & silage,638,Production,1980,,Peru,5510,tonnes
170,Sorghum for forage and silage,637,Production,1980,,Peru,5510,tonnes
171,forage Products,651,Production,1980,,Philippines,5510,tonnes
173,Alfalfa for forage and silage,641,Production,1980,,Poland,5510,tonnes
173,Clover for forage and silage,640,Production,1980,,Poland,5510,tonnes
173,forage Products,651,Production,1980,,Poland,5510,tonnes
173,Leguminous for Silage,643,Production,1980,8088650,Poland,5510,tonnes
173,Maize for forage and silage,636,Production,1980,18000100,Poland,5510,tonnes
173,Vegetables Roots Fodder,655,Production,1980,8043540,Poland,5510,tonnes
174,forage Products,651,Production,1980,,Portugal,5510,tonnes
174,Maize for forage and silage,636,Production,1980,,Portugal,5510,tonnes
174,Pumpkins for Fodder,645,Production,1980,,Portugal,5510,tonnes
174,Sorghum for forage and silage,637,Production,1980,,Portugal,5510,tonnes
174,Vegetables Roots Fodder,655,Production,1980,,Portugal,5510,tonnes
179,Clover for forage and silage,640,Production,1980,36400,Qatar,5510,tonnes
117,forage Products,651,Production,1980,2716000,Republic of Korea,5510,tonnes
146,Grasses Nes for forage;Sil,639,Production,1980,,Republic of Moldova,5510,tonnes
146,Maize for forage and silage,636,Production,1980,,Republic of Moldova,5510,tonnes
146,Pumpkins for Fodder,645,Production,1980,,Republic of Moldova,5510,tonnes
146,Vegetables Roots Fodder,655,Production,1980,,Republic of Moldova,5510,tonnes
183,Alfalfa for forage and silage,641,Production,1980,1869500,Romania,5510,tonnes
183,Clover for forage and silage,640,Production,1980,,Romania,5510,tonnes
183,forage Products,651,Production,1980,,Romania,5510,tonnes
183,Grasses Nes for forage;Sil,639,Production,1980,1001200,Romania,5510,tonnes
183,Leguminous for Silage,643,Production,1980,6957000,Romania,5510,tonnes
183,Maize for forage and silage,636,Production,1980,3687800,Romania,5510,tonnes
183,Pumpkins for Fodder,645,Production,1980,412200,Romania,5510,tonnes
183,Rye grass for forage & silage,638,Production,1980,,Romania,5510,tonnes
183,Vegetables Roots Fodder,655,Production,1980,2575000,Romania,5510,tonnes
185,forage Products,651,Production,1980,,Russian Federation,5510,tonnes
185,Maize for forage and silage,636,Production,1980,,Russian Federation,5510,tonnes
185,Pumpkins for Fodder,645,Production,1980,,Russian Federation,5510,tonnes
185,Vegetables Roots Fodder,655,Production,1980,,Russian Federation,5510,tonnes
191,forage Products,651,Production,1980,,Saint Vincent and the Grenadines,5510,tonnes
194,Alfalfa for forage and silage,641,Production,1980,650000,Saudi Arabia,5510,tonnes
194,forage Products,651,Production,1980,400000,Saudi Arabia,5510,tonnes
272,Alfalfa for forage and silage,641,Production,1980,,Serbia,5510,tonnes
272,Beets for Fodder,647,Production,1980,,Serbia,5510,tonnes
272,Clover for forage and silage,640,Production,1980,,Serbia,5510,tonnes
272,forage Products,651,Production,1980,,Serbia,5510,tonnes
272,Maize for forage and silage,636,Production,1980,,Serbia,5510,tonnes
186,Alfalfa for forage and silage,641,Production,1980,,Serbia and Montenegro,5510,tonnes
186,Beets for Fodder,647,Production,1980,,Serbia and Montenegro,5510,tonnes
186,Clover for forage and silage,640,Production,1980,,Serbia and Montenegro,5510,tonnes
186,Leguminous for Silage,643,Production,1980,,Serbia and Montenegro,5510,tonnes
186,Maize for forage and silage,636,Production,1980,,Serbia and Montenegro,5510,tonnes
199,Alfalfa for forage and silage,641,Production,1980,,Slovakia,5510,tonnes
199,Beets for Fodder,647,Production,1980,,Slovakia,5510,tonnes
199,Clover for forage and silage,640,Production,1980,,Slovakia,5510,tonnes
199,Maize for forage and silage,636,Production,1980,,Slovakia,5510,tonnes
199,Pumpkins for Fodder,645,Production,1980,,Slovakia,5510,tonnes
198,Alfalfa for forage and silage,641,Production,1980,,Slovenia,5510,tonnes
198,Beets for Fodder,647,Production,1980,,Slovenia,5510,tonnes
198,Carrots for Fodder,648,Production,1980,,Slovenia,5510,tonnes
198,Clover for forage and silage,640,Production,1980,,Slovenia,5510,tonnes
198,forage Products,651,Production,1980,,Slovenia,5510,tonnes
198,Grasses Nes for forage;Sil,639,Production,1980,,Slovenia,5510,tonnes
198,Maize for forage and silage,636,Production,1980,,Slovenia,5510,tonnes
198,Pumpkins for Fodder,645,Production,1980,,Slovenia,5510,tonnes
198,Turnips for Fodder,646,Production,1980,,Slovenia,5510,tonnes
202,Alfalfa for forage and silage,641,Production,1980,9810000,South Africa,5510,tonnes
202,Pumpkins for Fodder,645,Production,1980,28900000,South Africa,5510,tonnes
203,Alfalfa for forage and silage,641,Production,1980,14601000,Spain,5510,tonnes
203,Beets for Fodder,647,Production,1980,640800,Spain,5510,tonnes
203,Cabbage for Fodder,644,Production,1980,468500,Spain,5510,tonnes
203,Carrots for Fodder,648,Production,1980,11700,Spain,5510,tonnes
203,Clover for forage and silage,640,Production,1980,1304000,Spain,5510,tonnes
203,forage Products,651,Production,1980,70000,Spain,5510,tonnes
203,Grasses Nes for forage;Sil,639,Production,1980,2934000,Spain,5510,tonnes
203,Leguminous for Silage,643,Production,1980,6505000,Spain,5510,tonnes
203,Maize for forage and silage,636,Production,1980,3959600,Spain,5510,tonnes
203,Pumpkins for Fodder,645,Production,1980,65400,Spain,5510,tonnes
203,Rye grass for forage & silage,638,Production,1980,1946000,Spain,5510,tonnes
203,Sorghum for forage and silage,637,Production,1980,514900,Spain,5510,tonnes
203,Turnips for Fodder,646,Production,1980,1390200,Spain,5510,tonnes
203,Vegetables Roots Fodder,655,Production,1980,44000,Spain,5510,tonnes
206,forage Products,651,Production,1980,,Sudan (former),5510,tonnes
210,Pumpkins for Fodder,645,Production,1980,,Sweden,5510,tonnes
211,Beets for Fodder,647,Production,1980,,Switzerland,5510,tonnes
211,forage Products,651,Production,1980,2496000,Switzerland,5510,tonnes
211,Grasses Nes for forage;Sil,639,Production,1980,19620,Switzerland,5510,tonnes
211,Maize for forage and silage,636,Production,1980,1263000,Switzerland,5510,tonnes
211,Pumpkins for Fodder,645,Production,1980,,Switzerland,5510,tonnes
212,Alfalfa for forage and silage,641,Production,1980,141590,Syrian Arab Republic,5510,tonnes
212,Clover for forage and silage,640,Production,1980,30281,Syrian Arab Republic,5510,tonnes
212,forage Products,651,Production,1980,,Syrian Arab Republic,5510,tonnes
212,Grasses Nes for forage;Sil,639,Production,1980,148273,Syrian Arab Republic,5510,tonnes
212,Leguminous for Silage,643,Production,1980,140918,Syrian Arab Republic,5510,tonnes
212,Maize for forage and silage,636,Production,1980,91209,Syrian Arab Republic,5510,tonnes
208,Beets for Fodder,647,Production,1980,,Tajikistan,5510,tonnes
208,forage Products,651,Production,1980,,Tajikistan,5510,tonnes
208,Grasses Nes for forage;Sil,639,Production,1980,,Tajikistan,5510,tonnes
208,Maize for forage and silage,636,Production,1980,,Tajikistan,5510,tonnes
208,Pumpkins for Fodder,645,Production,1980,,Tajikistan,5510,tonnes
208,Vegetables Roots Fodder,655,Production,1980,,Tajikistan,5510,tonnes
216,forage Products,651,Production,1980,,Thailand,5510,tonnes
154,Alfalfa for forage and silage,641,Production,1980,,North Macedonia,5510,tonnes
154,Beets for Fodder,647,Production,1980,,North Macedonia,5510,tonnes
154,Clover for forage and silage,640,Production,1980,,North Macedonia,5510,tonnes
154,Leguminous for Silage,643,Production,1980,,North Macedonia,5510,tonnes
154,Maize for forage and silage,636,Production,1980,,North Macedonia,5510,tonnes
222,Pumpkins for Fodder,645,Production,1980,,Tunisia,5510,tonnes
223,Alfalfa for forage and silage,641,Production,1980,1380000,Turkey,5510,tonnes
223,Beets for Fodder,647,Production,1980,70000,Turkey,5510,tonnes
223,Leguminous for Silage,643,Production,1980,288600,Turkey,5510,tonnes
223,Maize for forage and silage,636,Production,1980,105000,Turkey,5510,tonnes
213,Grasses Nes for forage;Sil,639,Production,1980,,Turkmenistan,5510,tonnes
213,Maize for forage and silage,636,Production,1980,,Turkmenistan,5510,tonnes
213,Pumpkins for Fodder,645,Production,1980,,Turkmenistan,5510,tonnes
213,Vegetables Roots Fodder,655,Production,1980,,Turkmenistan,5510,tonnes
230,Beets for Fodder,647,Production,1980,,Ukraine,5510,tonnes
230,forage Products,651,Production,1980,,Ukraine,5510,tonnes
230,Maize for forage and silage,636,Production,1980,,Ukraine,5510,tonnes
230,Pumpkins for Fodder,645,Production,1980,,Ukraine,5510,tonnes
230,Vegetables Roots Fodder,655,Production,1980,,Ukraine,5510,tonnes
225,Alfalfa for forage and silage,641,Production,1980,85175,United Arab Emirates,5510,tonnes
225,Grasses Nes for forage;Sil,639,Production,1980,,United Arab Emirates,5510,tonnes
229,Beets for Fodder,647,Production,1980,370000,United Kingdom of Great Britain and Northern Ireland,5510,tonnes
229,Cabbage for Fodder,644,Production,1980,2115000,United Kingdom of Great Britain and Northern Ireland,5510,tonnes
229,Leguminous for Silage,643,Production,1980,149000,United Kingdom of Great Britain and Northern Ireland,5510,tonnes
229,Maize for forage and silage,636,Production,1980,785000,United Kingdom of Great Britain and Northern Ireland,5510,tonnes
229,Pumpkins for Fodder,645,Production,1980,,United Kingdom of Great Britain and Northern Ireland,5510,tonnes
229,Turnips for Fodder,646,Production,1980,5065000,United Kingdom of Great Britain and Northern Ireland,5510,tonnes
231,Alfalfa for forage and silage,641,Production,1980,72541000,United States of America,5510,tonnes
231,Grasses Nes for forage;Sil,639,Production,1980,46064100,United States of America,5510,tonnes
231,Green Oilseeds for Silage,642,Production,1980,,United States of America,5510,tonnes
231,Maize for forage and silage,636,Production,1980,101596000,United States of America,5510,tonnes
231,Pumpkins for Fodder,645,Production,1980,,United States of America,5510,tonnes
231,Sorghum for forage and silage,637,Production,1980,6353010,United States of America,5510,tonnes
228,forage Products,651,Production,1980,,USSR,5510,tonnes
228,Maize for forage and silage,636,Production,1980,266168000,USSR,5510,tonnes
228,Pumpkins for Fodder,645,Production,1980,,USSR,5510,tonnes
228,Vegetables Roots Fodder,655,Production,1980,41561000,USSR,5510,tonnes
235,Maize for forage and silage,636,Production,1980,,Uzbekistan,5510,tonnes
235,Pumpkins for Fodder,645,Production,1980,,Uzbekistan,5510,tonnes
235,Vegetables Roots Fodder,655,Production,1980,,Uzbekistan,5510,tonnes
237,Vegetables Roots Fodder,655,Production,1980,386000,Viet Nam,5510,tonnes
249,Alfalfa for forage and silage,641,Production,1980,43000,Yemen,5510,tonnes
249,forage Products,651,Production,1980,134720,Yemen,5510,tonnes
249,Grasses Nes for forage;Sil,639,Production,1980,,Yemen,5510,tonnes
249,Sorghum for forage and silage,637,Production,1980,,Yemen,5510,tonnes
248,Alfalfa for forage and silage,641,Production,1980,2083000,Yugoslav SFR,5510,tonnes
248,Beets for Fodder,647,Production,1980,685000,Yugoslav SFR,5510,tonnes
248,Clover for forage and silage,640,Production,1980,1265000,Yugoslav SFR,5510,tonnes
248,Leguminous for Silage,643,Production,1980,,Yugoslav SFR,5510,tonnes
248,Maize for forage and silage,636,Production,1980,1460000,Yugoslav SFR,5510,tonnes
248,Pumpkins for Fodder,645,Production,1980,794000,Yugoslav SFR,5510,tonnes
3,Alfalfa for forage and silage,641,Production,1981,183000,Albania,5510,tonnes
3,Clover for forage and silage,640,Production,1981,,Albania,5510,tonnes
3,Maize for forage and silage,636,Production,1981,460000,Albania,5510,tonnes
4,Alfalfa for forage and silage,641,Production,1981,,Algeria,5510,tonnes
4,Beets for Fodder,647,Production,1981,,Algeria,5510,tonnes
4,Clover for forage and silage,640,Production,1981,,Algeria,5510,tonnes
4,forage Products,651,Production,1981,,Algeria,5510,tonnes
4,Maize for forage and silage,636,Production,1981,,Algeria,5510,tonnes
9,Alfalfa for forage and silage,641,Production,1981,13640000,Argentina,5510,tonnes
9,Clover for forage and silage,640,Production,1981,,Argentina,5510,tonnes
9,Grasses Nes for forage;Sil,639,Production,1981,4598000,Argentina,5510,tonnes
9,Maize for forage and silage,636,Production,1981,23578000,Argentina,5510,tonnes
9,Rye grass for forage & silage,638,Production,1981,5479000,Argentina,5510,tonnes
9,Sorghum for forage and silage,637,Production,1981,81379000,Argentina,5510,tonnes
1,forage Products,651,Production,1981,,Armenia,5510,tonnes
1,Grasses Nes for forage;Sil,639,Production,1981,,Armenia,5510,tonnes
1,Maize for forage and silage,636,Production,1981,,Armenia,5510,tonnes
1,Vegetables Roots Fodder,655,Production,1981,,Armenia,5510,tonnes
10,Alfalfa for forage and silage,641,Production,1981,499857,Australia,5510,tonnes
10,forage Products,651,Production,1981,2758240,Australia,5510,tonnes
10,Grasses Nes for forage;Sil,639,Production,1981,,Australia,5510,tonnes
10,Pumpkins for Fodder,645,Production,1981,,Australia,5510,tonnes
11,Alfalfa for forage and silage,641,Production,1981,109996,Austria,5510,tonnes
11,Beets for Fodder,647,Production,1981,,Austria,5510,tonnes
11,Clover for forage and silage,640,Production,1981,464459,Austria,5510,tonnes
11,forage Products,651,Production,1981,,Austria,5510,tonnes
11,Grasses Nes for forage;Sil,639,Production,1981,7280000,Austria,5510,tonnes
11,Green Oilseeds for Silage,642,Production,1981,,Austria,5510,tonnes
11,Maize for forage and silage,636,Production,1981,5790060,Austria,5510,tonnes
11,Vegetables Roots Fodder,655,Production,1981,,Austria,5510,tonnes
52,forage Products,651,Production,1981,,Azerbaijan,5510,tonnes
52,Maize for forage and silage,636,Production,1981,,Azerbaijan,5510,tonnes
52,Pumpkins for Fodder,645,Production,1981,,Azerbaijan,5510,tonnes
52,Vegetables Roots Fodder,655,Production,1981,,Azerbaijan,5510,tonnes
13,Alfalfa for forage and silage,641,Production,1981,20000,Bahrain,5510,tonnes
16,forage Products,651,Production,1981,71780,Bangladesh,5510,tonnes
14,forage Products,651,Production,1981,,Barbados,5510,tonnes
57,forage Products,651,Production,1981,,Belarus,5510,tonnes
57,Maize for forage and silage,636,Production,1981,,Belarus,5510,tonnes
57,Pumpkins for Fodder,645,Production,1981,,Belarus,5510,tonnes
57,Vegetables Roots Fodder,655,Production,1981,,Belarus,5510,tonnes
255,Alfalfa for forage and silage,641,Production,1981,,Belgium,5510,tonnes
255,Beets for Fodder,647,Production,1981,,Belgium,5510,tonnes
255,Cabbage for Fodder,644,Production,1981,,Belgium,5510,tonnes
255,Carrots for Fodder,648,Production,1981,,Belgium,5510,tonnes
255,Clover for forage and silage,640,Production,1981,,Belgium,5510,tonnes
255,Grasses Nes for forage;Sil,639,Production,1981,,Belgium,5510,tonnes
255,Maize for forage and silage,636,Production,1981,,Belgium,5510,tonnes
255,Pumpkins for Fodder,645,Production,1981,,Belgium,5510,tonnes
255,Turnips for Fodder,646,Production,1981,,Belgium,5510,tonnes
15,Alfalfa for forage and silage,641,Production,1981,,Belgium-Luxembourg,5510,tonnes
15,Beets for Fodder,647,Production,1981,1548010,Belgium-Luxembourg,5510,tonnes
15,Clover for forage and silage,640,Production,1981,,Belgium-Luxembourg,5510,tonnes
15,forage Products,651,Production,1981,11399000,Belgium-Luxembourg,5510,tonnes
15,Maize for forage and silage,636,Production,1981,,Belgium-Luxembourg,5510,tonnes
15,Pumpkins for Fodder,645,Production,1981,,Belgium-Luxembourg,5510,tonnes
19,Alfalfa for forage and silage,641,Production,1981,318975,Bolivia (Plurinational State of),5510,tonnes
19,Grasses Nes for forage;Sil,639,Production,1981,294750,Bolivia (Plurinational State of),5510,tonnes
19,Sorghum for forage and silage,637,Production,1981,,Bolivia (Plurinational State of),5510,tonnes
80,Alfalfa for forage and silage,641,Production,1981,,Bosnia and Herzegovina,5510,tonnes
80,Beets for Fodder,647,Production,1981,,Bosnia and Herzegovina,5510,tonnes
80,Clover for forage and silage,640,Production,1981,,Bosnia and Herzegovina,5510,tonnes
80,Maize for forage and silage,636,Production,1981,,Bosnia and Herzegovina,5510,tonnes
27,Alfalfa for forage and silage,641,Production,1981,1874030,Bulgaria,5510,tonnes
27,Beets for Fodder,647,Production,1981,402098,Bulgaria,5510,tonnes
27,Clover for forage and silage,640,Production,1981,,Bulgaria,5510,tonnes
27,Grasses Nes for forage;Sil,639,Production,1981,621508,Bulgaria,5510,tonnes
27,Leguminous for Silage,643,Production,1981,3131,Bulgaria,5510,tonnes
27,Maize for forage and silage,636,Production,1981,5052550,Bulgaria,5510,tonnes
27,Vegetables Roots Fodder,655,Production,1981,,Bulgaria,5510,tonnes
33,Grasses Nes for forage;Sil,639,Production,1981,24989400,Canada,5510,tonnes
33,Maize for forage and silage,636,Production,1981,12095900,Canada,5510,tonnes
33,Pumpkins for Fodder,645,Production,1981,,Canada,5510,tonnes
33,Vegetables Roots Fodder,655,Production,1981,,Canada,5510,tonnes
40,Alfalfa for forage and silage,641,Production,1981,,Chile,5510,tonnes
40,Cabbage for Fodder,644,Production,1981,,Chile,5510,tonnes
40,Clover for forage and silage,640,Production,1981,,Chile,5510,tonnes
40,forage Products,651,Production,1981,,Chile,5510,tonnes
40,Grasses Nes for forage;Sil,639,Production,1981,,Chile,5510,tonnes
40,Maize for forage and silage,636,Production,1981,,Chile,5510,tonnes
40,Pumpkins for Fodder,645,Production,1981,,Chile,5510,tonnes
351,forage Products,651,Production,1981,,,,
